Table 1: Contract Year (CY) 2026 Part B Drugs-Insulin Cost Sharing Limit for All Maximum Out-of-Pocket (MOOP) Types*,,,,,
Description,All MOOP Types,,,,
Cost sharing limit for one month's supply per insulin type per beneficiary ,$35.00 ,,,,
 *Per Inflation Reduction Act and § 422.100(j)(1),,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,, 
