Medicare Advantage Monthly Capitation Rates for 2026 for All Plans except PACE Plans,,,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $6.00.
2. All rates include MIPPA IME deduction.",,,,,,
Code,State,County Name,Parts A&B 5% Bonus 2026 Rate,Parts A&B 3.5% Bonus 2026 Rate,Parts A&B 0% Bonus 2026 Rate,Parts A&B ESRD 2026 Rate
45844,TEXAS,PARMER,"1,460.31","1,438.41","1,387.29","10,384.63"
45845,TEXAS,PECOS,"1,372.10","1,352.50","1,306.76","10,384.63"
45850,TEXAS,POLK,"1,339.48","1,319.39","1,272.51","10,384.63"
45860,TEXAS,POTTER,"1,299.80","1,281.23","1,237.90","10,384.63"
45861,TEXAS,PRESIDIO,"1,063.51","1,050.22","1,019.20","10,384.63"
45870,TEXAS,RAINS,"1,360.14","1,339.74","1,292.13","10,384.63"
45871,TEXAS,RANDALL,"1,319.57","1,300.72","1,256.73","10,384.63"
45872,TEXAS,REAGAN,"1,479.27","1,457.08","1,405.31","10,384.63"
45873,TEXAS,REAL,"1,367.70","1,367.70","1,333.51","10,384.63"
45874,TEXAS,RED RIVER,"1,353.58","1,333.28","1,285.90","10,384.63"
45875,TEXAS,REEVES,"1,361.68","1,341.25","1,293.60","10,384.63"
45876,TEXAS,REFUGIO,"1,602.58","1,578.54","1,522.45","10,384.63"
45877,TEXAS,ROBERTS,"1,308.20","1,288.58","1,242.79","10,384.63"
45878,TEXAS,ROBERTSON,"1,381.02","1,360.30","1,311.97","10,384.63"
45879,TEXAS,ROCKWALL,"1,319.78","1,299.98","1,253.79","10,384.63"
45880,TEXAS,RUNNELS,"1,606.47","1,582.37","1,526.15","10,384.63"
45881,TEXAS,RUSK,"1,315.40","1,295.67","1,249.63","10,384.63"
45882,TEXAS,SABINE,"1,376.10","1,355.46","1,307.30","10,384.63"
45883,TEXAS,SAN AUGUSTINE,"1,352.77","1,333.44","1,288.35","10,384.63"
45884,TEXAS,SAN JACINTO,"1,469.55","1,447.51","1,396.07","10,384.63"
45885,TEXAS,SAN PATRICIO,"1,295.56","1,277.06","1,233.87","10,384.63"
45886,TEXAS,SAN SABA,"1,307.91","1,288.29","1,242.51","10,384.63"
45887,TEXAS,SCHLEICHER,"1,643.06","1,618.41","1,560.91","10,384.63"
45888,TEXAS,SCURRY,"1,415.31","1,394.08","1,344.54","10,384.63"
45889,TEXAS,SHACKELFORD,"1,369.10","1,348.56","1,300.65","10,384.63"
45890,TEXAS,SHELBY,"1,324.85","1,305.92","1,261.76","10,384.63"
45891,TEXAS,SHERMAN,"1,319.50","1,299.71","1,253.53","10,384.63"
45892,TEXAS,SMITH,"1,319.77","1,299.97","1,253.78","10,384.63"
45893,TEXAS,SOMERVELL,"1,281.97","1,262.74","1,217.87","10,384.63"
45900,TEXAS,STARR,"1,317.53","1,298.71","1,254.79","10,384.63"
45901,TEXAS,STEPHENS,"1,354.24","1,333.93","1,286.53","10,384.63"
45902,TEXAS,STERLING,"1,381.14","1,381.14","1,381.14","10,384.63"
45903,TEXAS,STONEWALL,"1,576.62","1,552.97","1,497.79","10,384.63"
45904,TEXAS,SUTTON,"1,509.95","1,487.30","1,434.45","10,384.63"
45905,TEXAS,SWISHER,"1,423.74","1,402.38","1,352.55","10,384.63"
45910,TEXAS,TARRANT,"1,308.29","1,288.67","1,242.88","10,384.63"
45911,TEXAS,TAYLOR,"1,350.17","1,350.17","1,308.36","10,384.63"
45912,TEXAS,TERRELL,"1,318.30","1,298.53","1,252.39","10,384.63"
45913,TEXAS,TERRY,"1,437.32","1,415.76","1,365.45","10,384.63"
45920,TEXAS,THROCKMORTON,"1,637.77","1,613.20","1,555.88","10,384.63"
45921,TEXAS,TITUS,"1,279.84","1,260.64","1,215.85","10,384.63"
45930,TEXAS,TOM GREEN,"1,260.26","1,260.26","1,253.57","10,384.63"
45940,TEXAS,TRAVIS,"1,331.75","1,312.26","1,266.79","10,384.63"
45941,TEXAS,TRINITY,"1,434.90","1,413.38","1,363.16","10,384.63"
45942,TEXAS,TYLER,"1,381.04","1,360.32","1,311.99","10,384.63"
45943,TEXAS,UPSHUR,"1,292.49","1,273.10","1,227.87","10,384.63"
45944,TEXAS,UPTON,"2,011.59","1,981.42","1,911.01","10,384.63"
45945,TEXAS,UVALDE,"1,219.26","1,201.84","1,161.20","10,384.63"
45946,TEXAS,VAL VERDE,"1,245.74","1,229.13","1,190.37","10,384.63"
45947,TEXAS,VAN ZANDT,"1,329.19","1,309.25","1,262.73","10,384.63"
45948,TEXAS,VICTORIA,"1,418.45","1,397.17","1,347.53","10,384.63"
45949,TEXAS,WALKER,"1,390.25","1,369.40","1,320.74","10,384.63"
45950,TEXAS,WALLER,"1,387.27","1,366.46","1,317.91","10,384.63"
45951,TEXAS,WARD,"1,283.11","1,264.78","1,222.01","10,384.63"
45952,TEXAS,WASHINGTON,"1,319.38","1,300.07","1,255.02","10,384.63"
45953,TEXAS,WEBB,"1,288.55","1,271.37","1,231.28","10,384.63"
45954,TEXAS,WHARTON,"1,556.78","1,533.43","1,478.94","10,384.63"
45955,TEXAS,WHEELER,"1,957.66","1,928.30","1,859.78","10,384.63"
45960,TEXAS,WICHITA,"1,339.45","1,319.36","1,272.48","10,384.63"
45961,TEXAS,WILBARGER,"1,499.67","1,477.17","1,424.69","10,384.63"
45962,TEXAS,WILLACY,"1,305.85","1,287.84","1,245.81","10,384.63"
45970,TEXAS,WILLIAMSON,"1,328.56","1,309.12","1,263.76","10,384.63"
45971,TEXAS,WILSON,"1,263.89","1,245.83","1,203.70","10,384.63"
45972,TEXAS,WINKLER,"1,501.50","1,478.98","1,426.43","10,384.63"
45973,TEXAS,WISE,"1,441.48","1,419.86","1,369.41","10,384.63"
45974,TEXAS,WOOD,"1,279.06","1,259.87","1,215.11","10,384.63"
45980,TEXAS,YOAKUM,"1,436.68","1,415.13","1,364.85","10,384.63"
45981,TEXAS,YOUNG,"1,511.13","1,488.46","1,435.57","10,384.63"
45982,TEXAS,ZAPATA,"1,310.49","1,290.83","1,244.97","10,384.63"
45983,TEXAS,ZAVALA,"1,277.81","1,259.11","1,215.47","10,384.63"
46000,UTAH,BEAVER,"1,259.33","1,240.44","1,196.36","8,650.71"
46010,UTAH,BOX ELDER,"1,226.24","1,210.42","1,173.50","8,650.71"
46020,UTAH,CACHE,"1,254.02","1,254.02","1,228.07","8,650.71"
46030,UTAH,CARBON,"1,250.98","1,250.98","1,250.98","8,650.71"
46040,UTAH,DAGGETT,"1,143.28","1,127.51","1,090.71","8,650.71"
46050,UTAH,DAVIS,"1,364.74","1,331.98","1,255.56","8,650.71"
46060,UTAH,DUCHESNE,"1,137.49","1,137.49","1,137.49","8,650.71"
46070,UTAH,EMERY,"1,181.23","1,181.23","1,158.93","8,650.71"
46080,UTAH,GARFIELD,"1,264.54","1,246.47","1,204.32","8,650.71"
46090,UTAH,GRAND,"1,289.70","1,270.35","1,225.22","8,650.71"
46100,UTAH,IRON,"1,259.51","1,259.51","1,231.36","8,650.71"
46110,UTAH,JUAB,"1,345.20","1,325.02","1,277.94","8,650.71"
46120,UTAH,KANE,"1,292.43","1,273.97","1,230.89","8,650.71"
46130,UTAH,MILLARD,"1,165.07","1,165.07","1,165.07","8,650.71"
46140,UTAH,MORGAN,"1,291.51","1,259.55","1,184.99","8,650.71"
46150,UTAH,PIUTE,"1,244.45","1,227.28","1,187.23","8,650.71"
46160,UTAH,RICH,"1,207.17","1,207.17","1,175.89","8,650.71"
46170,UTAH,SALT LAKE,"1,360.94","1,328.28","1,252.06","8,650.71"
46180,UTAH,SAN JUAN,"1,315.87","1,296.13","1,250.08","8,650.71"
46190,UTAH,SANPETE,"1,120.69","1,120.69","1,120.69","8,650.71"
46200,UTAH,SEVIER,"1,254.65","1,238.65","1,199.59","8,650.71"
46210,UTAH,SUMMIT,"1,328.85","1,295.97","1,219.26","8,650.71"
46220,UTAH,TOOELE,"1,278.30","1,261.26","1,221.49","8,650.71"
46230,UTAH,UINTAH,"1,237.08","1,226.20","1,188.80","8,650.71"
46240,UTAH,UTAH,"1,309.37","1,276.97","1,201.38","8,650.71"
46250,UTAH,WASATCH,"1,239.49","1,222.96","1,184.40","8,650.71"
46260,UTAH,WASHINGTON,"1,202.61","1,202.61","1,202.61","8,650.71"
46270,UTAH,WAYNE,"1,234.56","1,219.13","1,183.12","8,650.71"
46280,UTAH,WEBER,"1,318.00","1,285.39","1,209.30","8,650.71"
47000,VERMONT,ADDISON,"1,187.58","1,187.58","1,187.58","9,179.43"
47010,VERMONT,BENNINGTON,"1,213.31","1,213.31","1,213.31","9,179.43"
47020,VERMONT,CALEDONIA,"1,241.29","1,241.29","1,225.64","9,179.43"
47030,VERMONT,CHITTENDEN,"1,155.90","1,155.90","1,155.90","9,179.43"
47040,VERMONT,ESSEX,"1,213.59","1,196.25","1,155.80","9,179.43"
47050,VERMONT,FRANKLIN,"1,210.47","1,210.47","1,210.47","9,179.43"
47060,VERMONT,GRAND ISLE,"1,182.64","1,167.85","1,133.36","9,179.43"
47070,VERMONT,LAMOILLE,"1,065.04","1,051.72","1,020.66","9,179.43"
47080,VERMONT,ORANGE,"1,272.42","1,254.24","1,211.83","9,179.43"
47090,VERMONT,ORLEANS,"1,217.97","1,217.97","1,217.97","9,179.43"
47100,VERMONT,RUTLAND,"1,217.83","1,200.43","1,159.84","9,179.43"
47110,VERMONT,WASHINGTON,"1,210.90","1,210.90","1,210.90","9,179.43"
47120,VERMONT,WINDHAM,"1,248.28","1,231.06","1,190.88","9,179.43"
47130,VERMONT,WINDSOR,"1,277.06","1,258.82","1,216.25","9,179.43"
48010,VIRGIN ISLANDS,ST. CROIX,906.45,906.45,906.45,"9,014.77"
48020,VIRGIN ISLANDS,ST. JOHN,"1,012.87","1,000.21",970.67,"9,014.77"
49000,VIRGINIA,ACCOMACK,"1,249.11","1,232.46","1,193.59","9,091.11"
49010,VIRGINIA,ALBEMARLE,"1,204.06","1,204.06","1,199.39","9,091.11"
49011,VIRGINIA,ALEXANDRIA CITY,"1,268.43","1,250.93","1,210.11","9,091.11"
49020,VIRGINIA,ALLEGHANY,"1,212.18","1,212.18","1,212.18","9,091.11"
49030,VIRGINIA,AMELIA,"1,247.74","1,230.53","1,190.38","9,091.11"
49040,VIRGINIA,AMHERST,"1,238.82","1,222.30","1,183.76","9,091.11"
49050,VIRGINIA,APPOMATTOX,"1,207.06","1,190.96","1,153.41","9,091.11"
49060,VIRGINIA,ARLINGTON,"1,277.72","1,261.75","1,224.49","9,091.11"
49070,VIRGINIA,AUGUSTA,"1,229.54","1,229.54","1,196.07","9,091.11"
49080,VIRGINIA,BATH,"1,274.91","1,255.79","1,211.16","9,091.11"
49090,VIRGINIA,BEDFORD,"1,242.91","1,242.91","1,242.91","9,091.11"
49100,VIRGINIA,BLAND,"1,247.59","1,230.96","1,192.14","9,091.11"
49110,VIRGINIA,BOTETOURT,"1,262.01","1,245.73","1,207.73","9,091.11"
49111,VIRGINIA,BRISTOL CITY,"1,303.16","1,271.89","1,198.91","9,091.11"
49120,VIRGINIA,BRUNSWICK,"1,223.42","1,208.13","1,172.45","9,091.11"
49130,VIRGINIA,BUCHANAN,"1,290.99","1,280.57","1,240.20","9,091.11"
49140,VIRGINIA,BUCKINGHAM,"1,201.36","1,201.36","1,201.36","9,091.11"
49141,VIRGINIA,BUENA VISTA CITY,"1,237.12","1,225.02","1,188.84","9,091.11"
49150,VIRGINIA,CAMPBELL,"1,247.73","1,247.73","1,228.91","9,091.11"
49160,VIRGINIA,CAROLINE,"1,265.71","1,248.25","1,207.52","9,091.11"
49170,VIRGINIA,CARROLL,"1,243.95","1,243.95","1,223.12","9,091.11"
49180,VIRGINIA,CHARLES CITY,"1,236.83","1,219.16","1,177.93","9,091.11"
49190,VIRGINIA,CHARLOTTE,"1,244.17","1,227.58","1,188.87","9,091.11"
49191,VIRGINIA,CHARLOTTESVILLE CITY,"1,194.67","1,179.74","1,144.89","9,091.11"
49194,VIRGINIA,CHESAPEAKE CITY,"1,276.82","1,260.86","1,223.62","9,091.11"
49200,VIRGINIA,CHESTERFIELD,"1,283.96","1,266.84","1,226.90","9,091.11"
49210,VIRGINIA,CLARKE,"1,288.20","1,272.10","1,234.53","9,091.11"
49212,VIRGINIA,COLONIAL HEIGHTS CITY,"1,254.55","1,236.63","1,194.81","9,091.11"
49213,VIRGINIA,COVINGTON CITY,"1,242.34","1,241.84","1,201.31","9,091.11"
49220,VIRGINIA,CRAIG,"1,243.86","1,228.31","1,192.03","9,091.11"
49230,VIRGINIA,CULPEPER,"1,241.22","1,225.21","1,187.84","9,091.11"
49240,VIRGINIA,CUMBERLAND,"1,214.15","1,198.97","1,163.56","9,091.11"
49241,VIRGINIA,DANVILLE CITY,"1,233.35","1,233.35","1,197.13","9,091.11"
49250,VIRGINIA,DICKENSON,"1,143.36","1,143.36","1,143.36","9,091.11"
49260,VIRGINIA,DINWIDDIE,"1,217.75","1,200.35","1,159.76","9,091.11"
49270,VIRGINIA,EMPORIA CITY,"1,242.56","1,242.56","1,242.56","9,091.11"
49280,VIRGINIA,ESSEX,"1,235.85","1,235.85","1,221.05","9,091.11"
49288,VIRGINIA,FAIRFAX CITY,"1,264.24","1,247.93","1,209.87","9,091.11"
49290,VIRGINIA,FAIRFAX,"1,276.60","1,260.13","1,221.69","9,091.11"
49291,VIRGINIA,FALLS CHURCH CITY,"1,269.91","1,254.04","1,217.00","9,091.11"
49300,VIRGINIA,FAUQUIER,"1,259.56","1,242.19","1,201.65","9,091.11"
49310,VIRGINIA,FLOYD,"1,165.87","1,151.30","1,117.29","9,091.11"
49320,VIRGINIA,FLUVANNA,"1,170.16","1,155.53","1,121.40","9,091.11"
49328,VIRGINIA,FRANKLIN CITY,"1,234.89","1,218.42","1,180.01","9,091.11"
49330,VIRGINIA,FRANKLIN,"1,230.04","1,214.66","1,178.78","9,091.11"
49340,VIRGINIA,FREDERICK,"1,252.44","1,252.44","1,224.06","9,091.11"
49342,VIRGINIA,FREDERICKSBURG CITY,"1,265.67","1,247.59","1,205.40","9,091.11"
49343,VIRGINIA,GALAX CITY,"1,244.16","1,244.16","1,232.01","9,091.11"
49350,VIRGINIA,GILES,"1,235.90","1,235.90","1,217.18","9,091.11"
49360,VIRGINIA,GLOUCESTER,"1,293.14","1,276.46","1,237.52","9,091.11"
49370,VIRGINIA,GOOCHLAND,"1,276.50","1,259.48","1,219.77","9,091.11"
49380,VIRGINIA,GRAYSON,"1,240.42","1,240.42","1,204.72","9,091.11"
49390,VIRGINIA,GREENE,"1,201.81","1,201.81","1,191.77","9,091.11"
49400,VIRGINIA,GREENSVILLE,"1,250.20","1,232.34","1,190.67","9,091.11"
49410,VIRGINIA,HALIFAX,"1,212.67","1,197.51","1,162.14","9,091.11"
49411,VIRGINIA,HAMPTON CITY,"1,266.49","1,250.66","1,213.72","9,091.11"
49420,VIRGINIA,HANOVER,"1,244.88","1,227.71","1,187.65","9,091.11"
49421,VIRGINIA,HARRISONBURG CITY,"1,243.74","1,243.74","1,212.56","9,091.11"
49430,VIRGINIA,HENRICO,"1,276.10","1,259.08","1,219.38","9,091.11"
49440,VIRGINIA,HENRY,"1,233.72","1,233.72","1,208.09","9,091.11"
49450,VIRGINIA,HIGHLAND,"1,154.90","1,140.00","1,105.22","9,091.11"
49451,VIRGINIA,HOPEWELL CITY,"1,238.66","1,221.58","1,181.71","9,091.11"
49460,VIRGINIA,ISLE OF WIGHT,"1,269.94","1,253.55","1,215.32","9,091.11"
49470,VIRGINIA,JAMES CITY,"1,277.84","1,260.80","1,221.05","9,091.11"
49480,VIRGINIA,KING AND QUEEN,"1,238.96","1,222.44","1,183.90","9,091.11"
49490,VIRGINIA,KING GEORGE,"1,266.49","1,247.96","1,204.71","9,091.11"
49500,VIRGINIA,KING WILLIAM,"1,237.76","1,221.79","1,184.52","9,091.11"
49510,VIRGINIA,LANCASTER,"1,245.53","1,239.74","1,200.65","9,091.11"
49520,VIRGINIA,LEE,"1,219.08","1,203.84","1,168.29","9,091.11"
49522,VIRGINIA,LEXINGTON CITY,"1,203.68","1,188.64","1,153.53","9,091.11"
49530,VIRGINIA,LOUDOUN,"1,251.45","1,234.76","1,195.83","9,091.11"
49540,VIRGINIA,LOUISA,"1,278.74","1,261.69","1,221.91","9,091.11"
49550,VIRGINIA,LUNENBURG,"1,224.87","1,209.06","1,172.19","9,091.11"
49551,VIRGINIA,LYNCHBURG CITY,"1,247.56","1,247.56","1,227.61","9,091.11"
49560,VIRGINIA,MADISON,"1,204.62","1,189.56","1,154.43","9,091.11"
49561,VIRGINIA,MARTINSVILLE CITY,"1,225.68","1,210.36","1,174.61","9,091.11"
49563,VIRGINIA,MANASSAS CITY,"1,253.07","1,236.90","1,199.17","9,091.11"
49565,VIRGINIA,MANASSAS PARK CITY,"1,343.18","1,323.99","1,279.22","9,091.11"
49570,VIRGINIA,MATHEWS,"1,248.53","1,232.92","1,196.51","9,091.11"
49580,VIRGINIA,MECKLENBURG,"1,230.80","1,215.42","1,179.52","9,091.11"
49590,VIRGINIA,MIDDLESEX,"1,245.35","1,245.35","1,216.63","9,091.11"
49600,VIRGINIA,MONTGOMERY,"1,228.61","1,217.80","1,181.83","9,091.11"
49620,VIRGINIA,NELSON,"1,195.71","1,195.71","1,195.71","9,091.11"
49621,VIRGINIA,NEW KENT,"1,254.43","1,237.13","1,196.76","9,091.11"
49622,VIRGINIA,NEWPORT NEWS CITY,"1,300.99","1,284.73","1,246.78","9,091.11"
49641,VIRGINIA,NORFOLK CITY,"1,246.22","1,230.65","1,194.30","9,091.11"
49650,VIRGINIA,NORTHAMPTON,"1,250.09","1,250.09","1,233.54","9,091.11"
49660,VIRGINIA,NORTHUMBERLAND,"1,239.10","1,239.10","1,211.50","9,091.11"
49661,VIRGINIA,NORTON CITY,"1,187.21","1,172.37","1,137.74","9,091.11"
49670,VIRGINIA,NOTTOWAY,"1,238.99","1,222.47","1,183.92","9,091.11"
49680,VIRGINIA,ORANGE,"1,225.19","1,225.19","1,225.19","9,091.11"
49690,VIRGINIA,PAGE,"1,241.97","1,241.38","1,202.24","9,091.11"
49700,VIRGINIA,PATRICK,"1,234.64","1,219.21","1,183.20","9,091.11"
49701,VIRGINIA,PETERSBURG CITY,"1,287.32","1,270.15","1,230.10","9,091.11"
49710,VIRGINIA,PITTSYLVANIA,"1,240.51","1,240.51","1,209.52","9,091.11"
49711,VIRGINIA,PORTSMOUTH CITY,"1,231.28","1,215.89","1,179.98","9,091.11"
49712,VIRGINIA,POQUOSON CITY,"1,247.25","1,229.44","1,187.86","9,091.11"
49720,VIRGINIA,POWHATAN,"1,266.06","1,248.59","1,207.85","9,091.11"
49730,VIRGINIA,PRINCE EDWARD,"1,224.74","1,208.41","1,170.31","9,091.11"
49740,VIRGINIA,PRINCE GEORGE,"1,269.43","1,251.92","1,211.06","9,091.11"
49750,VIRGINIA,PRINCE WILLIAM,"1,254.36","1,237.64","1,198.61","9,091.11"
49770,VIRGINIA,PULASKI,"1,242.09","1,240.76","1,201.64","9,091.11"
49771,VIRGINIA,RADFORD CITY,"1,213.27","1,198.11","1,162.72","9,091.11"
49780,VIRGINIA,RAPPAHANNOCK,"1,239.07","1,235.64","1,197.95","9,091.11"
49790,VIRGINIA,RICHMOND,"1,238.34","1,226.45","1,187.78","9,091.11"
49791,VIRGINIA,RICHMOND CITY,"1,267.83","1,250.93","1,211.48","9,091.11"
49800,VIRGINIA,ROANOKE,"1,278.62","1,262.12","1,223.63","9,091.11"
49801,VIRGINIA,ROANOKE CITY,"1,266.02","1,249.68","1,211.57","9,091.11"
49810,VIRGINIA,ROCKBRIDGE,"1,219.13","1,203.89","1,168.33","9,091.11"
49820,VIRGINIA,ROCKINGHAM,"1,228.60","1,212.22","1,174.00","9,091.11"
49830,VIRGINIA,RUSSELL,"1,194.33","1,194.33","1,194.33","9,091.11"
49838,VIRGINIA,SALEM CITY,"1,312.18","1,295.77","1,257.50","9,091.11"
49840,VIRGINIA,SCOTT,"1,140.64","1,113.26","1,049.39","9,091.11"
49850,VIRGINIA,SHENANDOAH,"1,248.25","1,240.84","1,201.71","9,091.11"
49860,VIRGINIA,SMYTH,"1,238.52","1,238.52","1,238.52","9,091.11"
49870,VIRGINIA,SOUTHAMPTON,"1,222.58","1,206.80","1,169.99","9,091.11"
49880,VIRGINIA,SPOTSYLVANIA,"1,284.35","1,266.00","1,223.19","9,091.11"
49890,VIRGINIA,STAFFORD,"1,272.46","1,254.29","1,211.87","9,091.11"
49891,VIRGINIA,STAUNTON CITY,"1,233.17","1,233.17","1,197.53","9,091.11"
49892,VIRGINIA,SUFFOLK CITY,"1,282.88","1,266.85","1,229.43","9,091.11"
49900,VIRGINIA,SURRY,"1,283.78","1,267.74","1,230.29","9,091.11"
49910,VIRGINIA,SUSSEX,"1,241.45","1,224.90","1,186.27","9,091.11"
49920,VIRGINIA,TAZEWELL,"1,244.70","1,232.76","1,196.35","9,091.11"
49921,VIRGINIA,VIRGINIA BEACH CITY,"1,276.55","1,260.59","1,223.36","9,091.11"
49930,VIRGINIA,WARREN,"1,269.46","1,252.54","1,213.04","9,091.11"
49950,VIRGINIA,WASHINGTON,"1,323.09","1,291.33","1,217.24","9,091.11"
49951,VIRGINIA,WAYNESBORO CITY,"1,213.37","1,198.20","1,162.81","9,091.11"
49960,VIRGINIA,WESTMORELAND,"1,240.86","1,223.74","1,183.81","9,091.11"
49961,VIRGINIA,WILLIAMSBURG CITY,"1,245.96","1,229.35","1,190.58","9,091.11"
49962,VIRGINIA,WINCHESTER CITY,"1,252.28","1,244.63","1,207.87","9,091.11"
49970,VIRGINIA,WISE,"1,202.80","1,187.76","1,152.68","9,091.11"
49980,VIRGINIA,WYTHE,"1,236.17","1,219.69","1,181.23","9,091.11"
49981,VIRGINIA,YORK,"1,278.60","1,262.10","1,223.61","9,091.11"
50000,WASHINGTON,ADAMS,"1,229.79","1,212.22","1,171.23","9,477.60"
50010,WASHINGTON,ASOTIN,"1,241.05","1,225.54","1,189.34","9,477.60"
50020,WASHINGTON,BENTON,"1,244.53","1,232.06","1,193.21","9,477.60"
50030,WASHINGTON,CHELAN,"1,158.64","1,158.64","1,158.64","9,477.60"
50040,WASHINGTON,CLALLAM,"1,244.81","1,244.81","1,208.74","9,477.60"
50050,WASHINGTON,CLARK,"1,212.11","1,183.02","1,115.14","9,477.60"
50060,WASHINGTON,COLUMBIA,"1,420.35","1,399.04","1,349.33","9,477.60"
50070,WASHINGTON,COWLITZ,"1,226.81","1,211.47","1,175.69","9,477.60"
50080,WASHINGTON,DOUGLAS,"1,096.67","1,096.67","1,096.67","9,477.60"
50090,WASHINGTON,FERRY,"1,269.74","1,251.60","1,209.28","9,477.60"
50100,WASHINGTON,FRANKLIN,"1,238.29","1,238.29","1,232.92","9,477.60"
50110,WASHINGTON,GARFIELD,"1,620.77","1,596.46","1,539.73","9,477.60"
50120,WASHINGTON,GRANT,"1,140.35","1,140.35","1,140.35","9,477.60"
50130,WASHINGTON,GRAYS HARBOR,"1,241.89","1,225.33","1,186.69","9,477.60"
50140,WASHINGTON,ISLAND,"1,296.65","1,280.44","1,242.62","9,477.60"
50150,WASHINGTON,JEFFERSON,"1,252.85","1,252.85","1,238.09","9,477.60"
50160,WASHINGTON,KING,"1,324.85","1,292.07","1,215.58","9,477.60"
50170,WASHINGTON,KITSAP,"1,290.50","1,273.85","1,235.00","9,477.60"
50180,WASHINGTON,KITTITAS,"1,258.98","1,242.19","1,203.02","9,477.60"
50190,WASHINGTON,KLICKITAT,"1,249.44","1,231.16","1,188.50","9,477.60"
50200,WASHINGTON,LEWIS,"1,244.37","1,227.78","1,189.07","9,477.60"
50210,WASHINGTON,LINCOLN,"1,455.25","1,433.42","1,382.49","9,477.60"
50220,WASHINGTON,MASON,"1,209.59","1,209.59","1,209.59","9,477.60"
50230,WASHINGTON,OKANOGAN,"1,185.42","1,185.42","1,185.42","9,477.60"
50240,WASHINGTON,PACIFIC,"1,293.60","1,275.12","1,232.00","9,477.60"
50250,WASHINGTON,PEND OREILLE,"1,251.31","1,251.31","1,249.48","9,477.60"
50260,WASHINGTON,PIERCE,"1,318.45","1,301.97","1,263.52","9,477.60"
50270,WASHINGTON,SAN JUAN,"1,252.13","1,243.77","1,201.71","9,477.60"
50280,WASHINGTON,SKAGIT,"1,240.38","1,238.54","1,199.49","9,477.60"
50290,WASHINGTON,SKAMANIA,"1,299.25","1,264.99","1,185.03","9,477.60"
50300,WASHINGTON,SNOHOMISH,"1,294.79","1,263.71","1,191.20","9,477.60"
50310,WASHINGTON,SPOKANE,"1,286.06","1,269.99","1,232.48","9,477.60"
50320,WASHINGTON,STEVENS,"1,212.92","1,196.75","1,159.01","9,477.60"
50330,WASHINGTON,THURSTON,"1,304.63","1,273.31","1,200.26","9,477.60"
50340,WASHINGTON,WAHKIAKUM,"1,193.34","1,176.29","1,136.51","9,477.60"
50350,WASHINGTON,WALLA WALLA,"1,187.32","1,172.47","1,137.84","9,477.60"
50360,WASHINGTON,WHATCOM,"1,253.93","1,253.93","1,224.83","9,477.60"
50370,WASHINGTON,WHITMAN,"1,288.44","1,270.04","1,227.09","9,477.60"
50380,WASHINGTON,YAKIMA,"1,200.42","1,185.41","1,150.40","9,477.60"
51000,WEST VIRGINIA,BARBOUR,"1,184.17","1,184.17","1,184.17","9,720.85"
51010,WEST VIRGINIA,BERKELEY,"1,269.95","1,254.07","1,217.03","9,720.85"
51020,WEST VIRGINIA,BOONE,"1,292.59","1,275.36","1,235.14","9,720.85"
51030,WEST VIRGINIA,BRAXTON,"1,203.28","1,188.24","1,153.14","9,720.85"
51040,WEST VIRGINIA,BROOKE,"1,273.41","1,266.39","1,227.77","9,720.85"
51050,WEST VIRGINIA,CABELL,"1,327.36","1,294.52","1,217.89","9,720.85"
51060,WEST VIRGINIA,CALHOUN,"1,233.91","1,233.91","1,210.34","9,720.85"
51070,WEST VIRGINIA,CLAY,"1,188.33","1,159.81","1,093.26","9,720.85"
51080,WEST VIRGINIA,DODDRIDGE,"1,284.30","1,268.25","1,230.79","9,720.85"
51090,WEST VIRGINIA,FAYETTE,"1,280.95","1,264.94","1,227.58","9,720.85"
51100,WEST VIRGINIA,GILMER,"1,233.67","1,233.67","1,233.67","9,720.85"
51110,WEST VIRGINIA,GRANT,"1,240.76","1,240.76","1,233.06","9,720.85"
51120,WEST VIRGINIA,GREENBRIER,"1,233.39","1,233.39","1,212.42","9,720.85"
51130,WEST VIRGINIA,HAMPSHIRE,"1,251.30","1,234.62","1,195.69","9,720.85"
51140,WEST VIRGINIA,HANCOCK,"1,262.04","1,244.64","1,204.02","9,720.85"
51150,WEST VIRGINIA,HARDY,"1,241.81","1,241.13","1,204.48","9,720.85"
51160,WEST VIRGINIA,HARRISON,"1,233.92","1,233.92","1,233.92","9,720.85"
51170,WEST VIRGINIA,JACKSON,"1,240.15","1,240.15","1,206.84","9,720.85"
51180,WEST VIRGINIA,JEFFERSON,"1,258.10","1,241.32","1,202.18","9,720.85"
51190,WEST VIRGINIA,KANAWHA,"1,295.96","1,264.86","1,192.29","9,720.85"
51200,WEST VIRGINIA,LEWIS,"1,239.63","1,239.63","1,239.63","9,720.85"
51210,WEST VIRGINIA,LINCOLN,"1,317.41","1,285.79","1,212.02","9,720.85"
51220,WEST VIRGINIA,LOGAN,"1,224.94","1,207.44","1,166.61","9,720.85"
51230,WEST VIRGINIA,MCDOWELL,"1,284.39","1,274.87","1,237.22","9,720.85"
51240,WEST VIRGINIA,MARION,"1,218.79","1,218.79","1,218.79","9,720.85"
51250,WEST VIRGINIA,MARSHALL,"1,237.36","1,221.89","1,185.80","9,720.85"
