Table 1: Contract Year (CY) 2027 Emergency Services Cost Sharing Limits by Maximum Out-of-Pocket (MOOP) Type,,,,,
Description,Lower MOOP,Intermediate MOOP,Mandatory MOOP,,
Final CY 2027 emergency services cost sharing limit per visit by MOOP type per § 422.113(b)(2)(v)(B)(4),$150.00 ,$130.00 ,$115.00 ,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,, 
